Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
26.6,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
26.7,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
26.8,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
26.9,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
27.0,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.1,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.2,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
27.3,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.4,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.5,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
27.6,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
27.7,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.8,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
27.9,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
28.0,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.1,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.2,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
28.3,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.4,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.5,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
28.6,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.7,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
28.8,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
28.9,-70.0,0.0,0.0,-113.0,0.0,-113.0,0.0,0.0
29.0,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
29.1,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
29.2,-70.0,0.0,0.0,-113.0,0.0,-113.0,0.0,0.0
29.3,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
29.4,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
29.5,-70.0,0.0,0.0,-112.0,0.0,-113.0,0.0,0.0
29.6,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
29.7,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
29.8,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
29.9,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
